Course Name,Difficulty Level,Course URL
"Python Functions, Files, and Dictionaries",Intermediate,https://www.coursera.org/learn/python-functions-files-dictionaries
Towards language universals through lexical semantics: introduction to lexical and semantic typology,Advanced,https://www.coursera.org/learn/lexical-semantic-typology
Global Impact: Cultural Psychology,Intermediate,https://www.coursera.org/learn/cultural-psychology-globalization
Managing an Agile Team,Beginner,https://www.coursera.org/learn/uva-darden-agile-team-management
Managing an Agile Team,Beginner,https://www.coursera.org/learn/uva-darden-agile-team-management
Computer Vision: Neural Transfer Style & Green Screen Effect,Beginner,https://www.coursera.org/learn/computer-vision-neural-transfer-style-green-screen-effect
Sensors and Sensor Circuit Design,Intermediate,https://www.coursera.org/learn/sensors-circuit-interface
Getting Started with SAS Visual Analytics,Beginner,https://www.coursera.org/learn/preparing-data-sas-va
Cyber-Physical Systems: Modeling and Simulation,Advanced,https://www.coursera.org/learn/cyber-physical-systems-1
Predict Ideal Diamonds over Good Diamonds using a Random Forest using R,Beginner,https://www.coursera.org/learn/predict-ideal-diamonds-with-a-random-forest-using-r
"The Bible's Prehistory, Purpose, and Political Future",Beginner,https://www.coursera.org/learn/bible-history
Introduction to iOS App Development with Swift 5,Beginner,https://www.coursera.org/learn/ios-app-development-swift-5
Community Change in Public Health,Intermediate,https://www.coursera.org/learn/community-public-health
Six Sigma Tools for Analyze,Beginner,https://www.coursera.org/learn/six-sigma-analyze
REAL BONES:  Adventures in Forensic Anthropology,Beginner,https://www.coursera.org/learn/real-bones-forensic-anthropology
General Academic English,Intermediate,https://www.coursera.org/learn/general-academic-english
"The American South: Its Stories, Music, and Art",Beginner,https://www.coursera.org/learn/the-south
Create Custom Layers in Keras,Beginner,https://www.coursera.org/learn/custom-layers-keras
Brand management in digital economy,Not Calibrated,https://www.coursera.org/learn/brand-management-in-digital-economy
Innovating in a Digital World,Intermediate,https://www.coursera.org/learn/innovating-digital-world
Introduction to Communication Science,Advanced,https://www.coursera.org/learn/communication
Optimization of Topic Models using Grid Search Method,Beginner,https://www.coursera.org/learn/optimization-of-topic-models-using-grid-search-method
Sports and Building Aerodynamics,Intermediate,https://www.coursera.org/learn/sports-building-aerodynamics
Organisational design: Know your organisation,Beginner,https://www.coursera.org/learn/organisational-design-know-your-organisation
Learn to Teach Java:  Writing Classes and Arrays,Advanced,https://www.coursera.org/learn/teach-java-classes-arrays
Plots (Graphics) for Data Science,Beginner,https://www.coursera.org/learn/plots-graphics-for-data-science
The Sun and the Total Eclipse of August 2017,Beginner,https://www.coursera.org/learn/eclipse
Material Behavior,Beginner,https://www.coursera.org/learn/material-behavior
Disaster Preparedness,Beginner,https://www.coursera.org/learn/disaster-preparedness
Protecting Business Innovations via Trademark,Intermediate,https://www.coursera.org/learn/protect-business-innovations-trademark
Fundamentals of the Chinese character writing (Part 1),Beginner,https://www.coursera.org/learn/chinese-character-writing
International Leadership and Organizational Behavior,Beginner,https://www.coursera.org/learn/organizational-behavior
Introduction to Natural Language Processing in Python,Beginner,https://www.coursera.org/learn/intro-natural-language-processing-nlp-python
ADHD: Everyday Strategies for Elementary Students,Beginner,https://www.coursera.org/learn/adhd-treatment
Introduction to Statistical Analysis:  Hypothesis Testing,Intermediate,https://www.coursera.org/learn/statistical-analysis-hypothesis-testing-sas
Health Concepts in Chinese Medicine,Intermediate,https://www.coursera.org/learn/health-concepts-chinese-medicine
Teamwork Skills: Communicating Effectively in Groups,Intermediate,https://www.coursera.org/learn/teamwork-skills-effective-communication
Academic Listening and Note-Taking,Advanced,https://www.coursera.org/learn/note-taking
Digital Manufacturing & Design,Beginner,https://www.coursera.org/learn/digital-manufacturing-design
Predicting Salaries with Simple Linear Regression in R,Beginner,https://www.coursera.org/learn/linear-regression-predicting-salaries
Create your first test automation script - Selenium and C#,Beginner,https://www.coursera.org/learn/create-first-test-automation-script-using-selenium-and-c-sharp
How Google does Machine Learning,Beginner,https://www.coursera.org/learn/google-machine-learning
Cybersecurity Awareness and Innovation,Beginner,https://www.coursera.org/learn/cybersecurity
"Machine Learning:  Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Beginner,https://www.coursera.org/learn/predict-numbers-from-handwritten-digits-neuralnetwork
Essential Epidemiologic Tools for Public Health Practice,Beginner,https://www.coursera.org/learn/epidemiology-tools
Giving Helpful Feedback,Intermediate,https://www.coursera.org/learn/feedback
International Labour Law,Beginner,https://www.coursera.org/learn/international-labour-law
Effectively delivering the news to your audience,Advanced,https://www.coursera.org/learn/deliver-the-news
Writing your World: Finding yourself in the academic space,Advanced,https://www.coursera.org/learn/writing-your-world
Digital Business Models,Advanced,https://www.coursera.org/learn/digital-business-models
Introduction to Advanced tomography,Intermediate,https://www.coursera.org/learn/cinemaxe
Engaging in Persuasive and Credible Communication,Advanced,https://www.coursera.org/learn/persuasive-communication
Creating a Customer Service Survey Using Google Forms,Beginner,https://www.coursera.org/learn/create-customer-service-survey-google-forms
Introduction to Philosophy,Beginner,https://www.coursera.org/learn/philosophy
Architecting with Google Kubernetes Engine: Workloads,Intermediate,https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke
Extracellular Vesicles in Health and Disease,Beginner,https://www.coursera.org/learn/extracellular-vesicles-health-disease
Understanding Your Google Cloud Platform (GCP) Costs,Advanced,https://www.coursera.org/learn/gcp-cost-management
Gmail: The Foundation To Accessing Google Apps,Beginner,https://www.coursera.org/learn/gmail-foundation-to-google-apps
Create a Google Ads Video Campaign,Advanced,https://www.coursera.org/learn/create-a-google-ads-video-campaign
"Photography Techniques: Light, Content, and Sharing",Intermediate,https://www.coursera.org/learn/photography-techniques
The City and You: Find Your Best Place,Beginner,https://www.coursera.org/learn/city-and-you-find-best-place
What is Palliative Care?,Beginner,https://www.coursera.org/learn/what-is-palliative-care
CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,Beginner,https://www.coursera.org/learn/cam-design-manufacturing-mechanical-engineers
Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,Advanced,https://www.coursera.org/learn/inform-speech
America Through Foreign Eyes,Beginner,https://www.coursera.org/learn/america-through-foreign-eyes
Internet Giants: The Law and Economics of Media Platforms,Beginner,https://www.coursera.org/learn/internetgiants
Career Total Fitness Annual Retreat,Advanced,https://www.coursera.org/learn/career-fitness
"Introduction to Containers w/ Docker, Kubernetes & OpenShift",Advanced,https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift
Sequence Models for Time Series and Natural Language Processing,Intermediate,https://www.coursera.org/learn/sequence-models-tensorflow-gcp
Simple Recurrent Neural Network with Keras,Advanced,https://www.coursera.org/learn/simple-recurrent-neural-network-keras
Supply Chain Operations,Beginner,https://www.coursera.org/learn/operations
Chinese for HSK 3 PART I,Advanced,https://www.coursera.org/learn/hsk-3
Spreadsheets for Beginners using Google Sheets,Beginner,https://www.coursera.org/learn/spreadsheets-beginner-google-sheets
Leadership and Emotional Intelligence,Beginner,https://www.coursera.org/learn/emotional-intelligence-in-leadership
Managing Supply Chain Disruption During COVID-19,Intermediate,https://www.coursera.org/learn/supply-chain-disruption
Regulated Competition in Healthcare Systems: Theory & Practice,Beginner,https://www.coursera.org/learn/regulated-competition-healthcare-systems
"Random Models, Nested and Split-plot Designs",Intermediate,https://www.coursera.org/learn/random-models-nested-split-plot-designs
"Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots",Advanced,https://www.coursera.org/learn/modernrobotics-course5
Fundamentals of Network Communication,Intermediate,https://www.coursera.org/learn/fundamentals-network-communications
Predictive Modeling and Machine Learning with MATLAB,Intermediate,https://www.coursera.org/learn/predictive-modeling-machine-learning
Networking and Volunteerism for Career Success,Advanced,https://www.coursera.org/learn/networking-volunteerism-career-success
Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,Advanced,https://www.coursera.org/learn/corporate-entrepreneurs-innovation-strategy
Portfolio and Risk Management,Beginner,https://www.coursera.org/learn/portfolio-risk-management
Auditing I: Conceptual Foundations of Auditing,Intermediate,https://www.coursera.org/learn/auditing-part1-conceptual-foundations
Building a Business Presence With Facebook Marketing,Beginner,https://www.coursera.org/learn/facebook-marketing
Finance for Everyone: Decisions,Intermediate,https://www.coursera.org/learn/finance-decisions
Rapid Prototyping of Embedded Interface Designs,Intermediate,https://www.coursera.org/learn/rapid-prototyping-embedded-interface
FinTech Risk Management,Beginner,https://www.coursera.org/learn/fintech-risk-management
Solar Energy Systems Overview,Beginner,https://www.coursera.org/learn/solar-energy-systems
Industrial IoT on Google Cloud Platform,Advanced,https://www.coursera.org/learn/iiot-google-cloud-platform
Customer Segmentation and Prospecting,Intermediate,https://www.coursera.org/learn/customer-segmentation-prospecting
Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,Advanced,https://www.coursera.org/learn/ionic-cordova
Enjoyable Econometrics,Beginner,https://www.coursera.org/learn/enjoyable-econometrics
Build an App in Android Studio using Static Files,Beginner,https://www.coursera.org/learn/build-an-app-in-android-studio-using-static-files
Safety in the Utility Industry,Beginner,https://www.coursera.org/learn/safety-utility-industry
"Content, Advertising & Social IMC",Beginner,https://www.coursera.org/learn/social-imc
Introduction to Power Electronics,Advanced,https://www.coursera.org/learn/power-electronics
Rails with Active Record and Action Pack,Beginner,https://www.coursera.org/learn/rails-with-active-record
Building Your Leadership Skills,Intermediate,https://www.coursera.org/learn/leadership-skills
Accounting for Business Decision Making: Measurement and Operational Decisions,Advanced,https://www.coursera.org/learn/business-accounting
